motif,C_eff,C_eff_err
1-1-0-2,0.061482,0.006630
1-1-0-2,0.080627,0.004535
1-1-0-2,0.118562,0.007634
1-1-0-2,0.125627,0.007389
1-1-0-2,0.109213,0.013676
1-1-0-2,0.059569,0.006727
1-1-0-2,0.060192,0.003204
2-1-0-1,0.196533,0.026758
2-1-0-1,0.150275,0.025927
2-1-0-1,0.201373,0.014018
2-1-0-1,0.177781,0.013798
2-1-0-1,0.191539,0.010842
2-1-0-1,0.171748,0.022020
2-1-0-1,0.130661,0.023435
2-1-0-1,0.163692,0.018230
2-1-0-1,0.182112,0.036567
2-1-0-1,0.188695,0.010856
2-1-0-1,0.148854,0.014298
2-1-0-1,0.238140,0.028753
0-2-0-2,0.023988,0.002178
0-2-0-2,0.025408,0.001952
0-2-0-2,0.021405,0.001773
0-2-0-2,0.024798,0.001694
0-2-0-2,0.026640,0.001765
0-2-0-2,0.025020,0.001700
0-2-0-2,0.022624,0.001797
0-2-0-2,0.025858,0.002107
0-2-0-2,0.024398,0.001827
0-2-0-2,0.022536,0.001481
0-2-0-2,0.025668,0.001805
0-2-0-2,0.026859,0.001691
1-2-0-1,0.134642,0.007342
1-2-0-1,0.103236,0.005375
1-2-0-1,0.103570,0.009492
1-2-0-1,0.064777,0.009538
1-2-0-1,0.054168,0.004428
1-2-0-1,0.070715,0.006041
1-2-0-1,0.096386,0.005659
1-2-0-1,0.109262,0.006456
1-2-0-1,0.103028,0.005414
1-2-0-1,0.062458,0.004468
1-2-0-1,0.057318,0.006638
1-2-0-1,0.116851,0.010416
1-1-1-1,0.217644,0.016159
1-1-1-1,0.201360,0.011000
1-1-1-1,0.148809,0.021057
1-1-1-1,0.183040,0.015199
1-1-1-1,0.197831,0.011358
1-1-1-1,0.144720,0.014263
1-1-1-1,0.190414,0.011203
1-1-1-1,0.179521,0.010023
1-1-1-1,0.162603,0.016878
1-1-1-1,0.194402,0.011135
1-1-1-1,0.184019,0.010141
1-1-1-1,0.147447,0.017738
0-0-0-0-0,0.022468,0.003760
0-0-0-0-0,0.010856,0.001209
0-0-0-0-0,0.017047,0.002584
0-0-0-0-0,0.017626,0.002207
0-0-0-0-0,0.017706,0.001805
0-0-0-0-0,0.016347,0.003075
0-0-0-0-0,0.017181,0.001782
0-0-0-0-0,0.012331,0.001506
0-0-0-0-0,0.020294,0.002416
0-0-0-0-0,0.014085,0.001653
0-0-0-0-1,0.018970,0.002151
0-0-0-0-1,0.015729,0.002336
0-0-0-0-1,0.016406,0.001475
0-0-0-0-1,0.017400,0.001898
0-0-0-0-1,0.017912,0.002198
0-0-0-0-1,0.019179,0.002131
0-0-0-0-1,0.013407,0.001431
0-0-0-0-1,0.018924,0.001693
0-0-0-0-1,0.019099,0.002506
0-0-0-0-1,0.023886,0.002492
0-0-0-0-1,0.017406,0.002304
0-0-0-0-2,0.016462,0.001864
0-0-0-0-2,0.017501,0.001408
0-0-0-0-2,0.017374,0.001387
0-0-0-0-2,0.015976,0.001358
0-0-0-0-2,0.017384,0.001459
0-0-0-0-2,0.018145,0.001994
0-0-0-0-2,0.020335,0.001510
0-0-0-0-2,0.014190,0.001564
0-0-0-0-2,0.014070,0.001656
0-0-0-0-2,0.018646,0.001205
0-0-0-0-2,0.020046,0.001974
0-0-0-0-2,0.019789,0.001168
1-0-0-0-1,0.019664,0.001700
1-0-0-0-1,0.021698,0.001826
1-0-0-0-1,0.020468,0.001918
1-0-0-0-1,0.020220,0.001540
1-0-0-0-1,0.021464,0.003017
1-0-0-0-1,0.019889,0.001513
1-0-0-0-1,0.024496,0.002303
1-0-0-0-1,0.021387,0.002221
1-0-0-0-1,0.021907,0.001322
1-0-0-0-1,0.020585,0.002339
1-0-0-0-1,0.024606,0.001641
1-0-0-0-1,0.017430,0.001936
0-1-0-0-1,0.020629,0.001745
0-1-0-0-1,0.019823,0.001852
0-1-0-0-1,0.016563,0.001480
0-1-0-0-1,0.021020,0.001972
0-1-0-0-1,0.018500,0.001414
0-1-0-0-1,0.024247,0.001943
0-1-0-0-1,0.014402,0.001355
0-1-0-0-1,0.015562,0.001896
0-1-0-0-1,0.020708,0.001740
0-1-0-0-1,0.021023,0.002003
0-1-0-0-1,0.023999,0.002194
0-1-0-0-1,0.018996,0.001880
0-0-0-0-3,0.014843,0.001813
0-0-0-0-3,0.019354,0.001783
0-0-0-0-3,0.015909,0.001515
0-0-0-0-3,0.015872,0.000960
0-0-0-0-3,0.015252,0.001155
0-0-0-0-3,0.014771,0.001133
0-0-0-0-3,0.020876,0.001481
0-0-0-0-3,0.016073,0.001084
0-0-0-0-3,0.014156,0.001011
0-0-0-0-3,0.015357,0.001459
0-0-0-0-3,0.020784,0.002043
0-0-0-0-3,0.018197,0.003121
0-0-0-0-3,0.016563,0.001469
1-0-0-0-2,0.019942,0.001924
1-0-0-0-2,0.021370,0.001270
1-0-0-0-2,0.018406,0.001106
1-0-0-0-2,0.020241,0.001056
1-0-0-0-2,0.018143,0.001481
1-0-0-0-2,0.020240,0.001350
1-0-0-0-2,0.025396,0.001592
1-0-0-0-2,0.018116,0.001361
1-0-0-0-2,0.020789,0.002197
1-0-0-0-2,0.019414,0.001085
1-0-0-0-2,0.023162,0.002085
1-0-0-0-2,0.024354,0.001583
1-0-0-0-2,0.015060,0.001340
2-0-0-0-1,0.019411,0.001533
2-0-0-0-1,0.018785,0.001159
2-0-0-0-1,0.021464,0.001266
2-0-0-0-1,0.017783,0.001236
2-0-0-0-1,0.018024,0.001494
2-0-0-0-1,0.025033,0.002217
2-0-0-0-1,0.023414,0.001408
2-0-0-0-1,0.020573,0.002308
2-0-0-0-1,0.021381,0.001330
2-0-0-0-1,0.021206,0.002326
2-0-0-0-1,0.022040,0.002145
2-0-0-0-1,0.021663,0.001559
2-0-0-0-1,0.015012,0.001375
0-1-0-0-2,0.019442,0.001723
0-1-0-0-2,0.020818,0.001527
0-1-0-0-2,0.018481,0.001437
0-1-0-0-2,0.016011,0.001270
0-1-0-0-2,0.017671,0.001103
0-1-0-0-2,0.019276,0.001519
0-1-0-0-2,0.017345,0.001165
0-1-0-0-2,0.013693,0.001230
0-1-0-0-2,0.018704,0.002638
0-1-0-0-2,0.021297,0.002154
0-1-0-0-2,0.018123,0.001218
0-1-0-0-2,0.023243,0.001979
0-1-0-0-2,0.016469,0.001467
1-1-0-0-1,0.021671,0.001380
1-1-0-0-1,0.017527,0.000985
1-1-0-0-1,0.022448,0.001842
1-1-0-0-1,0.022507,0.001606
1-1-0-0-1,0.021393,0.001409
1-1-0-0-1,0.024746,0.001708
1-1-0-0-1,0.020936,0.001421
1-1-0-0-1,0.019629,0.002416
1-1-0-0-1,0.019855,0.001222
1-1-0-0-1,0.018997,0.001667
1-1-0-0-1,0.022972,0.001659
1-1-0-0-1,0.019693,0.001266
1-1-0-0-1,0.018551,0.001431
0-2-0-0-1,0.023907,0.001687
0-2-0-0-1,0.018183,0.001301
0-2-0-0-1,0.014838,0.001230
0-2-0-0-1,0.017460,0.001533
0-2-0-0-1,0.021284,0.001361
0-2-0-0-1,0.022366,0.001658
0-2-0-0-1,0.014285,0.001086
0-2-0-0-1,0.018007,0.002076
0-2-0-0-1,0.020386,0.001577
0-2-0-0-1,0.019974,0.001448
0-2-0-0-1,0.016242,0.001288
0-2-0-0-1,0.014465,0.001181
0-2-0-0-1,0.016510,0.001230
1-0-1-0-1,0.018140,0.001527
1-0-1-0-1,0.020794,0.001222
1-0-1-0-1,0.019229,0.001195
1-0-1-0-1,0.017714,0.001394
1-0-1-0-1,0.018632,0.001685
1-0-1-0-1,0.023120,0.002021
1-0-1-0-1,0.024063,0.001543
1-0-1-0-1,0.018452,0.001549
1-0-1-0-1,0.022746,0.002580
1-0-1-0-1,0.018336,0.001084
1-0-1-0-1,0.019288,0.001245
1-0-1-0-1,0.017456,0.001187
1-0-1-0-1,0.018391,0.002073
0-0-0-0-4,0.016518,0.001688
0-0-0-0-4,0.015620,0.001319
0-0-0-0-4,0.018592,0.001496
0-0-0-0-4,0.015833,0.001255
0-0-0-0-4,0.015775,0.001066
0-0-0-0-4,0.013182,0.001189
0-0-0-0-4,0.016493,0.001385
0-0-0-0-4,0.018232,0.002167
0-0-0-0-4,0.019703,0.001627
0-0-0-0-4,0.016444,0.001321
0-0-0-0-4,0.015905,0.001758
0-0-0-0-4,0.018364,0.001982
0-0-0-0-4,0.016584,0.001441
0-0-0-0-4,0.014644,0.001804
1-0-0-0-3,0.016349,0.001259
1-0-0-0-3,0.018324,0.001388
1-0-0-0-3,0.014931,0.000905
1-0-0-0-3,0.016313,0.001144
1-0-0-0-3,0.017540,0.001032
1-0-0-0-3,0.014884,0.001129
1-0-0-0-3,0.018695,0.001343
1-0-0-0-3,0.019588,0.001198
1-0-0-0-3,0.019623,0.001367
1-0-0-0-3,0.016149,0.001455
1-0-0-0-3,0.018360,0.001203
1-0-0-0-3,0.016256,0.001048
1-0-0-0-3,0.016865,0.001311
1-0-0-0-3,0.019142,0.001640
2-0-0-0-2,0.017071,0.001175
2-0-0-0-2,0.018392,0.001118
2-0-0-0-2,0.017640,0.000938
2-0-0-0-2,0.020700,0.001258
2-0-0-0-2,0.017055,0.001113
2-0-0-0-2,0.016796,0.001174
2-0-0-0-2,0.020806,0.001223
2-0-0-0-2,0.023519,0.001399
2-0-0-0-2,0.021840,0.001755
2-0-0-0-2,0.020514,0.001273
2-0-0-0-2,0.018638,0.001556
2-0-0-0-2,0.019820,0.001149
2-0-0-0-2,0.019259,0.001024
2-0-0-0-2,0.015762,0.001171
3-0-0-0-1,0.016175,0.001054
3-0-0-0-1,0.016302,0.000932
3-0-0-0-1,0.018634,0.001380
3-0-0-0-1,0.015982,0.001017
3-0-0-0-1,0.018561,0.001730
3-0-0-0-1,0.019658,0.001328
3-0-0-0-1,0.019927,0.001227
3-0-0-0-1,0.017160,0.002078
3-0-0-0-1,0.019374,0.002123
3-0-0-0-1,0.016774,0.001149
3-0-0-0-1,0.017218,0.001273
3-0-0-0-1,0.017221,0.001003
3-0-0-0-1,0.020086,0.001697
3-0-0-0-1,0.015290,0.001383
0-1-0-0-3,0.016332,0.001139
0-1-0-0-3,0.017609,0.001340
0-1-0-0-3,0.015456,0.001096
0-1-0-0-3,0.017220,0.001308
0-1-0-0-3,0.014770,0.001085
0-1-0-0-3,0.015579,0.000962
0-1-0-0-3,0.013662,0.000738
0-1-0-0-3,0.016083,0.001053
0-1-0-0-3,0.015343,0.001323
0-1-0-0-3,0.017011,0.001590
0-1-0-0-3,0.017397,0.001415
0-1-0-0-3,0.018814,0.001517
0-1-0-0-3,0.016752,0.002375
0-1-0-0-3,0.018142,0.001793
1-1-0-0-2,0.018355,0.001506
1-1-0-0-2,0.020396,0.001246
1-1-0-0-2,0.016726,0.000911
1-1-0-0-2,0.019676,0.001791
1-1-0-0-2,0.020065,0.001401
1-1-0-0-2,0.018473,0.001202
1-1-0-0-2,0.018787,0.000942
1-1-0-0-2,0.015492,0.000943
1-1-0-0-2,0.019589,0.002126
1-1-0-0-2,0.019707,0.001316
1-1-0-0-2,0.020730,0.000998
1-1-0-0-2,0.023401,0.001893
1-1-0-0-2,0.020113,0.001004
1-1-0-0-2,0.018065,0.001546
2-1-0-0-1,0.019480,0.001406
2-1-0-0-1,0.020075,0.001302
2-1-0-0-1,0.019311,0.001467
2-1-0-0-1,0.020937,0.001317
2-1-0-0-1,0.020713,0.001405
2-1-0-0-1,0.019691,0.001045
2-1-0-0-1,0.021584,0.001065
2-1-0-0-1,0.022526,0.001433
2-1-0-0-1,0.022723,0.001334
2-1-0-0-1,0.021056,0.001051
2-1-0-0-1,0.020024,0.001224
2-1-0-0-1,0.022222,0.001409
2-1-0-0-1,0.019232,0.001192
2-1-0-0-1,0.020794,0.001600
0-2-0-0-2,0.017861,0.001166
0-2-0-0-2,0.019079,0.001569
0-2-0-0-2,0.019725,0.001477
0-2-0-0-2,0.016981,0.001205
0-2-0-0-2,0.017796,0.001222
0-2-0-0-2,0.017158,0.000935
0-2-0-0-2,0.017975,0.000925
0-2-0-0-2,0.017102,0.001565
0-2-0-0-2,0.015719,0.001430
0-2-0-0-2,0.017770,0.001391
0-2-0-0-2,0.020498,0.001615
0-2-0-0-2,0.019704,0.001470
0-2-0-0-2,0.017498,0.001283
0-2-0-0-2,0.017355,0.001249
1-2-0-0-1,0.018451,0.001045
1-2-0-0-1,0.016511,0.000921
1-2-0-0-1,0.019156,0.001223
1-2-0-0-1,0.022388,0.001477
1-2-0-0-1,0.020318,0.001189
1-2-0-0-1,0.021358,0.001305
1-2-0-0-1,0.022034,0.001112
1-2-0-0-1,0.020131,0.001899
1-2-0-0-1,0.019538,0.001556
1-2-0-0-1,0.019618,0.001108
1-2-0-0-1,0.019017,0.001302
1-2-0-0-1,0.020092,0.001378
1-2-0-0-1,0.016864,0.001093
1-2-0-0-1,0.020403,0.001839
0-3-0-0-1,0.019041,0.001125
0-3-0-0-1,0.018060,0.001428
0-3-0-0-1,0.015236,0.001136
0-3-0-0-1,0.017637,0.001710
0-3-0-0-1,0.016958,0.001357
0-3-0-0-1,0.016698,0.001437
0-3-0-0-1,0.018453,0.001275
0-3-0-0-1,0.017662,0.001654
0-3-0-0-1,0.016809,0.001566
0-3-0-0-1,0.016773,0.001283
0-3-0-0-1,0.017330,0.001626
0-3-0-0-1,0.017060,0.001175
0-3-0-0-1,0.016009,0.001065
0-3-0-0-1,0.016029,0.001719
1-0-1-0-2,0.017421,0.001758
1-0-1-0-2,0.020990,0.001603
1-0-1-0-2,0.018474,0.001014
1-0-1-0-2,0.017699,0.001097
1-0-1-0-2,0.017708,0.001101
1-0-1-0-2,0.017247,0.001387
1-0-1-0-2,0.019855,0.001167
1-0-1-0-2,0.021073,0.001510
1-0-1-0-2,0.022905,0.001810
1-0-1-0-2,0.021502,0.001399
1-0-1-0-2,0.019233,0.000956
1-0-1-0-2,0.021626,0.001151
1-0-1-0-2,0.020416,0.001033
1-0-1-0-2,0.020037,0.001766
2-0-1-0-1,0.017740,0.001441
2-0-1-0-1,0.019708,0.001098
2-0-1-0-1,0.014007,0.000845
2-0-1-0-1,0.016811,0.001045
2-0-1-0-1,0.016804,0.001266
2-0-1-0-1,0.019940,0.001495
2-0-1-0-1,0.021987,0.001499
2-0-1-0-1,0.021728,0.001230
2-0-1-0-1,0.017975,0.001335
2-0-1-0-1,0.020559,0.001149
2-0-1-0-1,0.018667,0.001231
2-0-1-0-1,0.018700,0.001099
2-0-1-0-1,0.019864,0.001256
2-0-1-0-1,0.019661,0.001663
0-1-1-0-2,0.017775,0.001459
0-1-1-0-2,0.020313,0.001298
0-1-1-0-2,0.021244,0.001530
0-1-1-0-2,0.019840,0.001544
0-1-1-0-2,0.017061,0.001030
0-1-1-0-2,0.018295,0.001182
0-1-1-0-2,0.019758,0.001184
0-1-1-0-2,0.020202,0.001545
0-1-1-0-2,0.016851,0.001774
0-1-1-0-2,0.019150,0.001958
0-1-1-0-2,0.019038,0.001148
0-1-1-0-2,0.016329,0.000961
0-1-1-0-2,0.020679,0.001092
0-1-1-0-2,0.015553,0.001132
1-1-1-0-1,0.018782,0.001361
1-1-1-0-1,0.021206,0.001180
1-1-1-0-1,0.017946,0.000925
1-1-1-0-1,0.022423,0.001146
1-1-1-0-1,0.021629,0.001376
1-1-1-0-1,0.021178,0.001259
1-1-1-0-1,0.022155,0.001092
1-1-1-0-1,0.022270,0.001608
1-1-1-0-1,0.020298,0.001557
1-1-1-0-1,0.020011,0.001122
1-1-1-0-1,0.020611,0.001231
1-1-1-0-1,0.024643,0.001610
1-1-1-0-1,0.021549,0.001425
1-1-1-0-1,0.018930,0.001218
0-0-0-0-0-0,0.670208,0.133585
0-0-0-0-0-0,0.611010,0.047397
0-0-0-0-0-0,0.678618,0.142760
0-0-0-0-0-0,0.599871,0.045132
0-0-0-0-0-0,0.734889,0.152145
0-0-0-0-0-0,0.634975,0.046626
0-0-0-0-0-0,0.656861,0.114003
0-0-0-0-0-0,0.682572,0.043502
0-0-0-0-0-0,0.735854,0.173406
0-0-0-0-0-0,0.582071,0.037859
0-0-0-0-0-0,0.603840,0.138615
0-0-0-0-0-0,0.616800,0.045091
0-0-0-0-0-1,0.202907,0.035928
0-0-0-0-0-1,0.180177,0.018026
0-0-0-0-0-1,0.252871,0.013630
0-0-0-0-0-1,0.259812,0.038058
0-0-0-0-0-1,0.169789,0.010583
0-0-0-0-0-1,0.168321,0.011960
0-0-0-0-0-1,0.224723,0.012088
0-0-0-0-0-1,0.368135,0.083470
0-0-0-0-0-1,0.289700,0.021698
0-0-0-0-0-1,0.193766,0.042445
0-0-0-0-0-1,0.191517,0.022474
0-0-0-0-0-1,0.305755,0.075918
0-0-0-0-0-1,0.286343,0.015547
0-0-0-0-0-2,0.105531,0.006936
0-0-0-0-0-2,0.074619,0.006140
0-0-0-0-0-2,0.069153,0.005164
0-0-0-0-0-2,0.088226,0.006659
0-0-0-0-0-2,0.111862,0.008509
0-0-0-0-0-2,0.062457,0.006734
0-0-0-0-0-2,0.071383,0.006194
0-0-0-0-0-2,0.075206,0.006281
0-0-0-0-0-2,0.119921,0.014148
0-0-0-0-0-2,0.118336,0.009156
0-0-0-0-0-2,0.087468,0.007907
0-0-0-0-0-2,0.061650,0.006768
0-0-0-0-0-2,0.060401,0.007337
0-0-0-0-0-2,0.121316,0.008900
1-0-0-0-0-1,0.211547,0.035854
1-0-0-0-0-1,0.165028,0.012545
1-0-0-0-0-1,0.175651,0.020203
1-0-0-0-0-1,0.175764,0.010666
1-0-0-0-0-1,0.178038,0.016765
1-0-0-0-0-1,0.189998,0.015229
1-0-0-0-0-1,0.167101,0.013820
1-0-0-0-0-1,0.199364,0.038019
1-0-0-0-0-1,0.205990,0.027356
1-0-0-0-0-1,0.138985,0.011271
1-0-0-0-0-1,0.202376,0.026693
1-0-0-0-0-1,0.176449,0.013890
1-0-0-0-0-1,0.191761,0.025990
1-0-0-0-0-1,0.203404,0.021610
0-1-0-0-0-1,0.084697,0.005796
0-1-0-0-0-1,0.067424,0.004852
0-1-0-0-0-1,0.094693,0.006370
0-1-0-0-0-1,0.114520,0.012224
0-1-0-0-0-1,0.114485,0.006287
0-1-0-0-0-1,0.064135,0.004807
0-1-0-0-0-1,0.068050,0.004050
0-1-0-0-0-1,0.104295,0.015938
0-1-0-0-0-1,0.118768,0.007048
0-1-0-0-0-1,0.108773,0.008316
0-1-0-0-0-1,0.078133,0.006866
0-1-0-0-0-1,0.075983,0.004572
0-1-0-0-0-1,0.117925,0.015099
0-1-0-0-0-1,0.110557,0.006240
0-0-1-0-0-1,0.207270,0.033744
0-0-1-0-0-1,0.206004,0.022325
0-0-1-0-0-1,0.200949,0.011944
0-0-1-0-0-1,0.202881,0.038156
0-0-1-0-0-1,0.172964,0.012710
0-0-1-0-0-1,0.207509,0.019855
0-0-1-0-0-1,0.199235,0.021213
0-0-1-0-0-1,0.202989,0.033558
0-0-1-0-0-1,0.212769,0.022501
0-0-1-0-0-1,0.183574,0.011069
0-0-1-0-0-1,0.189315,0.037530
0-0-1-0-0-1,0.210305,0.017179
0-0-1-0-0-1,0.216640,0.018761
0-0-1-0-0-1,0.157205,0.015196
0-0-0-0-0-3,0.041258,0.003915
0-0-0-0-0-3,0.036597,0.003212
0-0-0-0-0-3,0.035101,0.002370
0-0-0-0-0-3,0.039878,0.002689
0-0-0-0-0-3,0.040265,0.002828
0-0-0-0-0-3,0.033522,0.003515
0-0-0-0-0-3,0.032003,0.004766
0-0-0-0-0-3,0.031843,0.002110
0-0-0-0-0-3,0.042043,0.002798
0-0-0-0-0-3,0.045776,0.004951
0-0-0-0-0-3,0.049062,0.004201
0-0-0-0-0-3,0.038803,0.004344
0-0-0-0-0-3,0.037648,0.004084
0-0-0-0-0-3,0.032999,0.005169
0-0-0-0-0-3,0.049890,0.003618
1-0-0-0-0-2,0.094117,0.014365
1-0-0-0-0-2,0.085570,0.008744
1-0-0-0-0-2,0.098838,0.007932
1-0-0-0-0-2,0.093404,0.013458
1-0-0-0-0-2,0.080629,0.004901
1-0-0-0-0-2,0.074267,0.008648
1-0-0-0-0-2,0.079704,0.004941
1-0-0-0-0-2,0.065360,0.004085
1-0-0-0-0-2,0.119429,0.024578
1-0-0-0-0-2,0.134510,0.020325
1-0-0-0-0-2,0.094646,0.014044
1-0-0-0-0-2,0.071712,0.011048
1-0-0-0-0-2,0.078051,0.010668
1-0-0-0-0-2,0.121260,0.020589
1-0-0-0-0-2,0.117533,0.006743
2-0-0-0-0-1,0.099736,0.011701
2-0-0-0-0-1,0.068337,0.007198
2-0-0-0-0-1,0.061057,0.008279
2-0-0-0-0-1,0.100176,0.006608
2-0-0-0-0-1,0.120953,0.006949
2-0-0-0-0-1,0.119627,0.014171
2-0-0-0-0-1,0.090177,0.006370
2-0-0-0-0-1,0.068845,0.012029
2-0-0-0-0-1,0.097268,0.017462
2-0-0-0-0-1,0.068548,0.010501
2-0-0-0-0-1,0.134314,0.018003
2-0-0-0-0-1,0.109717,0.011564
2-0-0-0-0-1,0.087674,0.010935
2-0-0-0-0-1,0.074533,0.005981
2-0-0-0-0-1,0.075414,0.004291
0-1-0-0-0-2,0.038231,0.002743
0-1-0-0-0-2,0.034341,0.002265
0-1-0-0-0-2,0.044038,0.002694
0-1-0-0-0-2,0.046190,0.002832
0-1-0-0-0-2,0.046911,0.003398
0-1-0-0-0-2,0.030975,0.001566
0-1-0-0-0-2,0.033460,0.001980
0-1-0-0-0-2,0.047360,0.002889
0-1-0-0-0-2,0.053290,0.005515
0-1-0-0-0-2,0.053261,0.003796
0-1-0-0-0-2,0.045794,0.004813
0-1-0-0-0-2,0.041842,0.004277
0-1-0-0-0-2,0.033952,0.002469
0-1-0-0-0-2,0.051815,0.006056
0-1-0-0-0-2,0.047374,0.002827
1-1-0-0-0-1,0.084181,0.005452
1-1-0-0-0-1,0.109311,0.005785
1-1-0-0-0-1,0.113624,0.008959
1-1-0-0-0-1,0.098454,0.006319
1-1-0-0-0-1,0.070072,0.006099
1-1-0-0-0-1,0.094800,0.011945
1-1-0-0-0-1,0.077350,0.004991
1-1-0-0-0-1,0.111602,0.027072
1-1-0-0-0-1,0.133637,0.018791
1-1-0-0-0-1,0.119574,0.013495
1-1-0-0-0-1,0.098629,0.013994
1-1-0-0-0-1,0.095836,0.006212
1-1-0-0-0-1,0.118397,0.023697
1-1-0-0-0-1,0.117185,0.010536
1-1-0-0-0-1,0.070180,0.003874
0-2-0-0-0-1,0.035520,0.002130
0-2-0-0-0-1,0.040668,0.002700
0-2-0-0-0-1,0.049018,0.002912
0-2-0-0-0-1,0.046959,0.004018
0-2-0-0-0-1,0.049525,0.003920
0-2-0-0-0-1,0.034648,0.003277
0-2-0-0-0-1,0.033817,0.002064
0-2-0-0-0-1,0.048040,0.006059
0-2-0-0-0-1,0.050397,0.003673
0-2-0-0-0-1,0.048461,0.004819
0-2-0-0-0-1,0.038512,0.003426
0-2-0-0-0-1,0.040349,0.002646
0-2-0-0-0-1,0.047746,0.002572
0-2-0-0-0-1,0.053559,0.004280
0-2-0-0-0-1,0.031840,0.001444
0-0-1-0-0-2,0.091958,0.012171
0-0-1-0-0-2,0.093410,0.013441
0-0-1-0-0-2,0.083091,0.005889
0-0-1-0-0-2,0.068154,0.005113
0-0-1-0-0-2,0.103845,0.013722
0-0-1-0-0-2,0.069397,0.006263
0-0-1-0-0-2,0.066688,0.003827
0-0-1-0-0-2,0.068322,0.003965
0-0-1-0-0-2,0.122434,0.024452
0-0-1-0-0-2,0.122511,0.020262
0-0-1-0-0-2,0.101783,0.008178
0-0-1-0-0-2,0.072020,0.012270
0-0-1-0-0-2,0.078770,0.010241
0-0-1-0-0-2,0.121147,0.017562
0-0-1-0-0-2,0.100807,0.007196
1-0-1-0-0-1,0.116453,0.017958
1-0-1-0-0-1,0.106127,0.011778
1-0-1-0-0-1,0.064690,0.004290
1-0-1-0-0-1,0.076972,0.005179
1-0-1-0-0-1,0.113267,0.006084
1-0-1-0-0-1,0.115085,0.014202
1-0-1-0-0-1,0.098713,0.005770
1-0-1-0-0-1,0.087451,0.013735
1-0-1-0-0-1,0.081984,0.011976
1-0-1-0-0-1,0.075518,0.005988
1-0-1-0-0-1,0.123396,0.027105
1-0-1-0-0-1,0.108313,0.009918
1-0-1-0-0-1,0.081927,0.008847
1-0-1-0-0-1,0.066751,0.004639
1-0-1-0-0-1,0.080065,0.005264
0-1-1-0-0-1,0.089759,0.008066
0-1-1-0-0-1,0.069331,0.004475
0-1-1-0-0-1,0.071095,0.006145
0-1-1-0-0-1,0.113005,0.021730
0-1-1-0-0-1,0.118558,0.012931
0-1-1-0-0-1,0.082147,0.009392
0-1-1-0-0-1,0.082045,0.005553
0-1-1-0-0-1,0.122213,0.025476
0-1-1-0-0-1,0.124974,0.017937
0-1-1-0-0-1,0.108668,0.007250
0-1-1-0-0-1,0.086289,0.012174
0-1-1-0-0-1,0.089789,0.009293
0-1-1-0-0-1,0.098781,0.007964
0-1-1-0-0-1,0.097373,0.006628
0-1-1-0-0-1,0.074979,0.005379
0-1-0-1-0-1,0.038623,0.002528
0-1-0-1-0-1,0.036799,0.002188
0-1-0-1-0-1,0.044793,0.002556
0-1-0-1-0-1,0.054729,0.006108
0-1-0-1-0-1,0.054336,0.003009
0-1-0-1-0-1,0.042652,0.002754
0-1-0-1-0-1,0.038498,0.002129
0-1-0-1-0-1,0.050762,0.002974
0-1-0-1-0-1,0.051420,0.006054
0-1-0-1-0-1,0.052775,0.003371
0-1-0-1-0-1,0.037071,0.002195
0-1-0-1-0-1,0.036282,0.002005
0-1-0-1-0-1,0.050280,0.002871
0-1-0-1-0-1,0.049079,0.004850
0-1-0-1-0-1,0.054560,0.003162
0-0-0-0-0-4,0.021421,0.001351
0-0-0-0-0-4,0.020455,0.001209
0-0-0-0-0-4,0.019700,0.001350
0-0-0-0-0-4,0.019827,0.001515
0-0-0-0-0-4,0.018733,0.001256
0-0-0-0-0-4,0.022633,0.001892
0-0-0-0-0-4,0.020695,0.002360
0-0-0-0-0-4,0.019147,0.002593
0-0-0-0-0-4,0.017301,0.001284
0-0-0-0-0-4,0.022915,0.001775
0-0-0-0-0-4,0.022103,0.001400
0-0-0-0-0-4,0.022767,0.001513
0-0-0-0-0-4,0.020520,0.001379
0-0-0-0-0-4,0.018600,0.001147
0-0-0-0-0-4,0.019078,0.002505
0-0-0-0-0-4,0.018877,0.001858
1-0-0-0-0-3,0.053194,0.003212
1-0-0-0-0-3,0.042951,0.003124
1-0-0-0-0-3,0.040482,0.002534
1-0-0-0-0-3,0.055487,0.006643
1-0-0-0-0-3,0.051558,0.007659
1-0-0-0-0-3,0.038586,0.003367
1-0-0-0-0-3,0.036489,0.004599
1-0-0-0-0-3,0.039076,0.002733
1-0-0-0-0-3,0.034025,0.001966
1-0-0-0-0-3,0.050793,0.005071
1-0-0-0-0-3,0.065521,0.007189
1-0-0-0-0-3,0.064057,0.007819
1-0-0-0-0-3,0.047039,0.003769
1-0-0-0-0-3,0.036949,0.006216
1-0-0-0-0-3,0.034083,0.003749
1-0-0-0-0-3,0.063183,0.003914
2-0-0-0-0-2,0.070672,0.006719
2-0-0-0-0-2,0.068573,0.004869
2-0-0-0-0-2,0.061518,0.010201
2-0-0-0-0-2,0.050315,0.009533
2-0-0-0-0-2,0.074195,0.007746
2-0-0-0-0-2,0.070469,0.007477
2-0-0-0-0-2,0.066388,0.004990
2-0-0-0-0-2,0.063856,0.004297
2-0-0-0-0-2,0.056132,0.006630
2-0-0-0-0-2,0.072485,0.010804
2-0-0-0-0-2,0.070650,0.009578
2-0-0-0-0-2,0.063163,0.004854
2-0-0-0-0-2,0.068164,0.011399
2-0-0-0-0-2,0.059174,0.004821
